Date_Received,Date_Processed,Time,Site,Block,Seagrass_Trt,Pred_Trt,Label,Voucher?,Back/Side,Notes,AL,A,AC,BV,BN,BS,CH,CR,CLY,CJ,C,CP,D,DV,DL,H,HY,MM,AS,OL,SE,SJ,WS,OS,Total
9/30/19,9/30/19,13:23,PP,1A,IS,C,1-IS-C1,,"SJ, BV",,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49
9/30/19,9/30/19,13:17,PP,1A,IS,C,1-IS-C2,,AC,AC tunics seem to be thicker here than at Sac Landing,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,41,49
9/30/19,9/30/19,13:40,PP,1B,IS,C,1-IS-C3,,,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,49
9/30/19,9/30/19,15:11,PP,1B,IS,C,1-IS-C4,,"AC, BV, BSc",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49
9/30/19,9/30/19,16:10,PP,1C,IS,C,1-IS-C5,,"BV, CH",,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49
9/30/19,9/30/19,13:33,PP,1C,IS,C,1-IS-C6,,,,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,49
9/30/19,9/30/19,12:33,PP,1A,IS,O,1-IS-O1,,,,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,49
9/30/19,9/30/19,12:44,PP,1A,IS,O,1-IS-O2,,,Algae is Gracillaria,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,37,49
9/30/19,9/30/19,13:09,PP,1B,IS,O,1-IS-O3,,,,0,23,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,49
9/30/19,9/30/19,15:15,PP,1B,IS,O,1-IS-O4,,BV,,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,49
9/30/19,9/30/19,12:20,PP,1C,IS,O,1-IS-O5,,OL,,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,49
9/30/19,9/30/19,15:21,PP,1C,IS,O,1-IS-O6,,OL,,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,49
9/30/19,9/30/19,13:00,PP,1A,IS,P,1-IS-P1,,H,,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,42,49
9/30/19,9/30/19,13:45,PP,1A,IS,P,1-IS-P2,Yes (Coryne japonica),SJ,"Check photo, open space count off",0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45,49
9/30/19,9/30/19,16:26,PP,1B,IS,P,1-IS-P3,,"AC, BV",,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,49
9/30/19,9/30/19,13:05,PP,1B,IS,P,1-IS-P4,,AC,,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,49
9/30/19,9/30/19,16:39,PP,1C,IS,P,1-IS-P5,,,,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,34,49
9/30/19,9/30/19,13:36,PP,1C,IS,P,1-IS-P6,,,"Lots of epifauna (shrimp, amphipods, etc.)",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,49
9/30/19,9/30/19,15:31,PP,1D,OS,C,1-OS-C1,,SJ,,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,49
9/30/19,9/30/19,15:52,PP,1D,OS,C,1-OS-C2,,AC,,2,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,49
9/30/19,9/30/19,13:27,PP,1E,OS,C,1-OS-C3,,,,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,49
9/30/19,9/30/19,12:56,PP,1E,OS,C,1-OS-C4,,,Clam in sample (Ruditapes venerupis?),0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,49
9/30/19,9/30/19,16:15,PP,1F,OS,C,1-OS-C5,,,,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,49
9/30/19,9/30/19,16:30,PP,1F,OS,C,1-OS-C6,,,,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,26,49
9/30/19,9/30/19,16:01,PP,1D,OS,O,1-OS-O1,,,,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,49
9/30/19,9/30/19,12:26,PP,1D,OS,O,1-OS-O2,,SJ,Large soft TW on front,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,49
9/30/19,9/30/19,15:34,PP,1E,OS,O,1-OS-O3,,,,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,49
9/30/19,9/30/19,16:35,PP,1E,OS,O,1-OS-O4,,,,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,49
9/30/19,9/30/19,15:25,PP,1F,OS,O,1-OS-O5,,,,0,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49
9/30/19,9/30/19,16:05,PP,1F,OS,O,1-OS-O6,,,,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,49
9/30/19,9/30/19,13:13,PP,1D,OS,P,1-OS-P1,,,,0,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,49
9/30/19,9/30/19,12:38,PP,1D,OS,P,1-OS-P2,,,,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,49
9/30/19,9/30/19,12:49,PP,1E,OS,P,1-OS-P3,,,Alga is Ulva,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,49
9/30/19,9/30/19,15:38,PP,1E,OS,P,1-OS-P4,,,,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,49
9/30/19,9/30/19,15:06,PP,1F,OS,P,1-OS-P5,,SJ,,0,18,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,49
9/30/19,9/30/19,16:43,PP,1F,OS,P,1-OS-P6,,CH,,0,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,49
9/25/19,9/25/19,16:38,SL,2A,IS,C,2-IS-C1,,,,0,0,10,2,0,0,0,13,0,0,0,2,0,2,0,0,0,0,0,0,6,1,0,13,49
9/25/19,9/25/19,17:30,SL,2A,IS,C,2-IS-C2,,,Check sponge ID in photo!!! Nothing new/different under canopy,0,0,9,2,0,3,0,10,0,0,0,0,0,8,0,2,0,0,0,0,0,2,1,12,49
9/25/19,9/25/19,14:36,SL,2D,IS,C,2-IS-C3,,BD,,0,0,14,6,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,49
9/25/19,9/26/19,9:00,SL,2D,IS,C,2-IS-C4,,H,,0,0,13,3,0,2,0,1,0,0,0,0,0,17,0,0,0,0,0,0,4,2,1,6,49
9/25/19,9/26/19,10:19,SL,2F,IS,C,2-IS-C5,,H,Nothing new/different under canopy,0,0,9,0,0,1,0,0,0,0,0,0,0,30,0,0,0,4,0,0,0,3,0,2,49
9/25/19,9/26/19,9:36,SL,2F,IS,C,2-IS-C6,,"WS, C",Nothing new/different under canopy,0,0,8,1,0,7,0,3,0,0,0,0,0,12,0,0,0,0,0,0,1,2,0,15,49
9/25/19,9/26/19,11:35,SL,2A,IS,O,2-IS-O1,,"CR, AC, DV",,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,17,49
9/25/19,9/25/19,17:47,SL,2A,IS,O,2-IS-O2,,MM,,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,25,49
9/25/19,9/26/19,9:17,SL,2D,IS,O,2-IS-O3,,MM,,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,49
9/25/19,9/26/19,10:10,SL,2D,IS,O,2-IS-O4,,MM,,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,49
9/25/19,9/26/19,12:04,SL,2F,IS,O,2-IS-O5,,,,0,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,49
9/25/19,9/25/19,17:40,SL,2F,IS,O,2-IS-O6,,BS,,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,31,49
9/25/19,9/26/19,8:50,SL,2A,IS,P,2-IS-P1,,"BS, AC",,0,9,0,2,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,1,10,0,4,49
9/25/19,9/25/19,17:53,SL,2A,IS,P,2-IS-P2,,AC ,,0,9,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,7,49
9/25/19,9/26/19,12:11,SL,2D,IS,P,2-IS-P3,,"AC, HY",,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,5,49
9/25/19,9/25/19,15:18,SL,2D,IS,P,2-IS-P4,,CR,,0,7,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,11,0,27,49
9/25/19,9/26/19,11:49,SL,2F,IS,P,2-IS-P5,,DV,,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,35,49
9/25/19,9/26/19,11:58,SL,2F,IS,P,2-IS-P6,,"CH, CR, BS",,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,33,49
9/25/19,9/25/19,15:10,SL,2B,OS,C,2-OS-C1,,"CR, CP, SJ",Nothing new/different under canopy,0,1,14,1,0,5,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,21,49
9/25/10,9/25/19,15:25,SL,2B,OS,C,2-OS-C2,,,,0,0,28,1,0,1,0,5,0,0,0,1,0,3,0,0,0,0,0,0,0,5,1,4,49
9/25/19,9/25/19,14:01,SL,2C,OS,C,2-OS-C3,,,,0,0,2,1,0,1,0,16,0,0,0,0,0,17,0,0,0,0,0,0,1,2,0,9,49
9/25/19,9/25/19,13:33,SL,2C,OS,C,2-OS-C4,,AI,,0,0,3,2,0,0,0,17,0,0,0,1,1,6,2,0,0,0,0,0,2,5,3,7,49
9/25/19,9/25/19,16:14,SL,2E,OS,C,2-OS-C5,,,,0,0,4,0,0,5,0,23,0,0,0,6,0,8,0,0,0,0,0,0,0,0,1,2,49
9/25/19,9/26/19,11:11,SL,2E,OS,C,2-OS-C6,,,,0,0,10,2,0,0,0,8,0,0,0,1,0,12,0,0,0,0,0,0,1,3,1,11,49
9/25/19,9/26/19,9:23,SL,2B,OS,O,2-OS-O1,,"MM, DV",,0,12,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,28,49
9/25/19,9/25/19,14:48,SL,2B,OS,O,2-OS-O2,,DV,,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,1,35,49
9/25/19,9/26/19,11:30,SL,2C,OS,O,2-OS-O3,,BV,,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,26,49
9/25/19,9/25/19,17:22,SL,2C,OS,O,2-OS-O4,,"CR, WS, MM",Botryllid larvae in dish,0,7,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,31,49
9/25/19,9/26/19,9:29,SL,2E,OS,O,2-OS-O5,,"DV, BS",,0,9,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,35,49
9/25/19,9/25/19,,SL,2E,OS,O,2-OS-O6,,,,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,49
9/25/19,9/25/19,17:15,SL,2B,OS,P,2-OS-P1,,DV,,0,2,0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12,0,5,49
9/25/19,9/25/19,13:15,SL,2B,OS,P,2-OS-P2,,"DV, D, TW",,0,10,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,25,49
9/25/19,9/26/19,9:59,SL,2C,OS,P,2-OS-P3,,CR,Lots of live TW,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,17,49
9/25/19,9/25/19,16:56,SL,2C,OS,P,2-OS-P4,,"CR, DV",,0,0,0,33,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,4,2,5,49
9/25/19,9/26/19,11:25,SL,2E,OS,P,2-OS-P5,,DV,,0,2,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,31,49
9/25/19,9/26/19,11:42,SL,2E,OS,P,2-OS-P6,,"HY, WS, DV",,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,33,49
9/27/19,9/27/19,18:14,TB,3D,IS,C,3-IS-C1,,,,0,0,0,0,0,1,16,1,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,21,49
9/27/19,9/27/19,14:39,TB,3D,IS,C,3-IS-C2,,,,0,7,0,0,0,3,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,25,49
9/27/19,9/27/19,11:11,TB,3E,IS,C,3-IS-C3,,C,,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,26,49
9/27/19,9/27/19,12:05,TB,3E,IS,C,3-IS-C4,,,,0,2,0,0,0,3,11,0,0,0,2,0,0,0,0,10,0,0,0,1,0,0,0,20,49
9/27/19,9/27/19,14:32,TB,3F,IS,C,3-IS-C5,,,,0,1,0,0,0,3,9,3,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,26,49
9/27/19,9/27/19,17:56,TB,3F,IS,C,3-IS-C6,,,,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,23,49
9/27/19,9/27/19,18:20,TB,3D,IS,O,3-IS-O1,,"HY, H",,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,39,49
9/27/19,9/27/19,17:26,TB,3D,IS,O,3-IS-O2,,,Chironomid larvae on most TB plates eating,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,1,0,3,0,1,0,0,0,33,49
9/27/19,9/27/19,16:44,TB,3E,IS,O,3-IS-O3,,H,,0,0,0,0,0,6,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,37,49
9/27/19,9/27/19,11:30,TB,3E,IS,O,3-IS-O4,,,,0,5,0,0,0,8,11,0,0,0,9,0,0,0,0,0,0,1,1,2,0,0,0,12,49
9/27/19,9/27/19,11:58,TB,3F,IS,O,3-IS-O5,,CR ,,0,7,0,0,2,1,17,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,18,49
9/27/19,9/27/19,10:50,TB,3F,IS,O,3-IS-O6,,BS,Lots of small MM,0,11,0,0,3,0,10,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,14,49
9/27/19,9/27/19,11:50,TB,3D,IS,P,3-IS-P1,,HY ,,0,4,0,0,0,9,16,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,14,49
9/27/19,9/27/19,18:01,TB,3D,IS,P,3-IS-P2,,,,0,0,0,0,0,3,22,0,0,0,3,0,0,0,0,1,9,0,0,0,0,0,0,11,49
9/27/19,9/27/19,16:13,TB,3E,IS,P,3-IS-P3,,H,,0,5,0,0,0,13,11,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,12,49
9/27/19,9/27/19,17:34,TB,3E,IS,P,3-IS-P4,,SJ,,0,8,0,0,0,7,8,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,18,49
9/27/19,9/27/19,17:41,TB,3F,IS,P,3-IS-P5,,"OL, HY",,0,1,0,0,0,4,15,0,2,0,2,0,0,0,0,5,0,1,0,0,0,0,0,19,49
9/27/19,9/27/19,17:05,TB,3F,IS,P,3-IS-P6,,OL,,0,2,0,0,0,4,14,3,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,15,49
9/27/19,9/27/19,14:47,TB,3A,OS,C,3-OS-C1,,,,0,8,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,49
9/27/19,9/27/19,11:22,TB,3A,OS,C,3-OS-C2,,,Nothing new/different under canopy,0,7,0,0,0,5,4,7,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,21,49
9/27/19,9/27/19,14:27,TB,3B,OS,C,3-OS-C3,,CR,,0,2,0,0,0,0,9,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,33,49
9/27/19,9/27/19,16:31,TB,3B,OS,C,3-OS-C4,,BS,,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,28,49
9/27/19,9/27/19,11:00,TB,3C,OS,C,3-OS-C5,,"OL, SJ",Nothing new/different under canopy,0,2,0,0,0,5,12,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,20,49
9/27/19,9/27/19,11:42,TB,3C,OS,C,3-OS-C6,,,"Lots of worm activity, chironomid on plate",0,0,0,0,0,2,24,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,16,49
9/27/19,9/27/19,14:53,TB,3A,OS,O,3-OS-O1,,CR,,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,1,0,3,1,0,0,0,0,33,49
9/27/19,9/27/19,16:50,TB,3A,OS,O,3-OS-O2,,H,Opistobranch/nudibranch on plate (photo taken),0,0,0,0,1,4,14,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,22,49
9/27/19,9/27/19,18:25,TB,3B,OS,O,3-OS-O3,,"HY, H",,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,40,49
9/27/19,9/27/19,13:56,TB,3B,OS,O,3-OS-O4,,"C, H",,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,49
9/27/19,9/27/19,14:16,TB,3C,OS,O,3-OS-O5,,"OL, BN",Small CR on plate,0,3,0,0,0,10,17,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,13,49
9/27/19,9/27/19,17:47,TB,3C,OS,O,3-OS-O6,,,,0,0,0,0,1,1,13,0,0,0,2,0,0,0,0,2,1,1,0,1,0,0,0,27,49
9/27/19,9/27/19,14:10,TB,3A,OS,P,3-OS-P1,,,Small MM,0,0,0,0,0,16,11,0,0,0,1,0,0,0,0,3,0,3,0,0,0,1,0,14,49
9/27/19,9/27/19,14:03,TB,3A,OS,P,3-OS-P2,,OL,,0,4,0,0,0,6,9,0,0,0,2,0,0,0,0,6,0,2,0,0,0,0,0,20,49
9/27/19,9/27/19,16:37,TB,3B,OS,P,3-OS-P3,,,,0,2,0,0,0,7,19,0,0,0,4,0,0,0,0,3,0,0,0,1,0,0,0,13,49
9/27/19,9/27/19,16:06,TB,3B,OS,P,3-OS-P4,,H,,0,2,0,0,0,17,13,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,6,49
9/27/19,9/27/19,17:19,TB,3C,OS,P,3-OS-P5,,,,0,4,0,0,0,7,20,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,10,49
9/27/19,9/27/19,18:08,TB,3C,OS,P,3-OS-P6,,,,0,1,0,0,0,11,7,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,25,49